smiles,log2CL
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,1.9634741239748859
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,2.560714954474479
N(c1c(cccc1Cl)Cl)(C=1NCCN1)CC=C,3.584962500721156
COc1cc2nn[nH]c2cc1C(=O)NCC3CCCN3CC=C,2.722466024471091
O=C1NC=Nc2[nH]ncc12,3.4594316186372973
C(N1CCN(c2nc(nc(n2)NCC=C)NCC=C)CC1)(c1ccc(F)cc1)c1ccc(F)cc1,-0.043943347587597055
C(c1ccc(cc1)OC[C@@H](C[N@@](CCC[S@@](=O)CCC)CC)O)#N,3.4982508675278257
CNC(=O)C(N1CCC2=C(C=C(OC)C(OC)=C2)[C@@H]1CCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,3.350497247084133
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,3.1538053360790355
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,3.1210154009613658
C1C[N@@]([C@@H](C1)CNC(c1c(cc(c(c1)S(NC)(=O)=O)N)OC)=O)CC=C,2.4515408330178317
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-0.4344028241457749
CC(C)NCC(O)COc1ccccc1CC=C,3.9068905956085187
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,5.504620392403552
C[C@H]1CN(CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O,2.5459683691052923
NC12CC3CC(CC(C3)C1)C2,2.263034405833794
CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,2.655351828612554
c1c(cc([n+](n1)c1ccccc1)OC)N,2.350497247084133
c12c(c(c(C(O)=O)cn1NC)=O)cc(F)c(c2)N1CCN(C)CC1,2.189033824390017
C(SP(O)(O)=O)CNCCCN,4.937815168803419
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.13750352374993502
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(N)cccc5nc34)C2=O,2.700439718141092
NCCCCCC(=O)O,1.3219280948873624
NCC(CCC(O)=O)=O,0.9107326619029126
Nc1ccc(O)c(c1)C(=O)O,3.2172307162206693
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,0.925999418556223
O1[C@H]2[C@@H]([C@H]([C@H]1[C@H](O)CO)OCCCN(C)C)OC(C)(C)O2,1.7990873060740036
CN(C)CCC=C1c2ccccc2CCc3ccccc13,2.608809242675524
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,2.807354922057604
CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,7.7615512324444795
c12c3C(N(CCN(C)C)C(c1cccc2cc(c3)N)=O)=O,4.2720231890610485
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.722466024471091
CC[C@H](Cc1c(ccs1)Cl)Nc2c3ccn(c3ncn2)[C@@H]4C[C@@H]([C@H]([C@H]4O)O)C(=O)NCC,3.584962500721156
c1(ccccc1)C[C@H](C)N,3.277984747299765
[H]N([H])[C@@H]1[C@@H]([C@@H](O[C@@H]2C[C@H]3[C@H](C(=O)O[H])[C@H](C[C@@](C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@@H](C)[C@H](C)[C@@H]([C@@H](C)C=CC=CC=CC=CC=CC=CC=C2)O[H])O[H])O[H])O[H])O[H])O[H])(O[H])O3)O[H])O[C@H](C)[C@H]1O[H])O[H],-2.5563933485243853
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.4854268271702418
NC1=CC(=CNC1=O)c2ccncc2,3.1538053360790355
COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24,2.1043366598147357
CNC(=O)c1cccc2c(Nc3ccc(NS(=O)(=O)C)cc3OC)c4cccc(C)c4nc12,1.3785116232537298
O1[C@@H](O[C@@H](c2ccccc2)C#N)[C@@H]([C@@H](O)[C@@H]([C@H]1CO[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)O)O,0.9107326619029126
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,3.584962500721156
CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@@H](C)O,-2.2515387669959646
c1ccc(cc1)CN(CC2=NCCN2)c3ccccc3,4.297925052503806
CN1N(C(=O)C=C1C)c2ccccc2,-0.6438561897747247
O=C(C(C(=C(C(=C1F)N(CCN2C)CC2)OC2)N(C3)[C@H]2C)=C1N)C=3C(O)=O,1.1375035237499351
[H]N(C([C@@H](c1ccccc1)N([H])C(c1cnc2cccnc2c1O[H])=O)=O)[C@@H]1C2N(C1=O)[C@@H](C(=O)O[H])C(C)(C)S2,0.925999418556223
N1(CCc2c(C1=O)n(nc2C(=O)N)c1ccc(cc1)OC)c1ccc(cc1)N1CCCCC1=O,-0.3219280948873623
c12c3c4c(ccc(c4O)O)C[C@H]1[N@@](CCc2ccc3)C,5.321928094887363
CCOc1cc(ccc1OC)[C@@H](CS(=O)(=O)C)N2C(=O)c3cccc(c3C2=O)CC(=O)C,1.2509615735332187
C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,0.0
CN(C)C(=O)c1c(c2cc(ccc2[nH]1)Cl)Cc3cc4c(cc(c(c4o3)OC)OC)Cc5cnc(nc5N)N,2.9049657186840263
O1[C@H](O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@H]2O[C@@H](CC[C@H]2N)CN)N)NC([C@H](CCN)O)=O)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)N,0.35614381022527536
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23,2.321928094887362
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,-0.2688167584278
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,10.06339508128851
s1c(C(OC)=O)c(NC([C@@H](C)NCCC)=O)c(c1)C,6.985272714253447
c1(c(cc(OC)c(c1)OC)OC)\C=C\C,3.137503523749935
[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,0.070389327891398
c12c(cccc1)Oc1ccc(cc1[C@@H]1[C@@H]2CN(C1)C)Cl,3.6322682154995127
N12[C@@H]([C@@H](NC([C@@H](c3ccc(O)cc3)NC([C@@H](CC(NC)=O)N)=O)=O)C2=O)SC(C)(C)[C@@H]1C(O)=O,1.4956951626240689
CC(C)(O)[C@@H]1CC[C@@](C)(O1)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]6C(C)(C)[C@H](CC[C@@]67C[C@@]47CC[C@]23C)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O,-0.4344028241457749
O1[C@@H]([C@@H](CC[C@H]1[C@@H](N)C)N)O[C@@H]1[C@H]([C@@H]([C@H](OC)[C@H](N(C)C(CN)=O)[C@H]1O)O)N,0.45417589318580215
COc1cnc(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5cc(Cl)ccc15,3.5582676340557358
CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,1.3219280948873624
[nH]1cncc1C1(Cc2c(C1)cccc2)CC,4.292781749227846
CNCC[C@@H](Oc1ccccc1C)c2ccccc2,3.2172307162206693
OC1=C([C@@H]2CC[C@H](CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O,-2.736965594166206
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(OC)cc5C4Cc6ccc(OC)c(OC)c6)cc1OC,2.5109619192773796
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,2.925999418556223
COc1c2c(cc(c1N3CCC/C(=C(/CN)\F)/C3)F)c(=O)c(cn2C4CC4)C(=O)O,-0.3584539709124763
N12C(=O)N([C@H](CC[C@H]1C(=O)N)C2)OS(=O)(=O)O,1.4646682670034443
CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCCN3CCN(CC3)c4c(cncn4)OC,2.6870606883398924
O=S(=O)(c1ncc(cc1)C)Nc1nc(c2ccncc2)nc(c1Oc1ccccc1OC)OC,-0.9434164716336325
CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3/C=C/c4ccccn4,2.321928094887362
NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,5.129283016944966
CCCC1C(=O)N2N(C1=O)c3cc(C)ccc3N=C2N(C)C,-2.8365012677171206
Cc1ccc(cc1)C(=O)N(CCCN)C(c2nc3c(c(ns3)C)c(=O)n2Cc4ccccc4)C(C)C,2.5434958834257717
CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,3.169925001442312
CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,1.2630344058337937
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,3.321928094887362
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O,1.3219280948873624
C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.5849625007211562
c1cc(ccc1C(CC(=O)O)CN)C,0.765534746362977
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,4.169925001442312
Cc1c(nc(n1c2ccc(cc2)F)C)C#Cc3ccnc(c3)Cl,1.4854268271702418
c1(c(cc(Cl)c(c1)N)C(NCCN(CC)CC)=O)O[C@@H](C(C)=O)C,3.2203299548795554
[C@@H]12N(C(=O)[C@H](Cc3c4c([nH]c3)cccc4)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CCSSC[C@H](NC1=O)C(=O)N)CCCNC(=N)N)CC(=O)O)CCC2,1.5260688116675876
c1cc2n(c(c3ccc(cc3)O)c(c2cc1O)C)Cc1ccc(OCCN2CCCCCC2)cc1,2.7441610955704103
CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2,1.632268215499513
n1([C@H]2[C@@H]([C@@H](O)[C@@H]([C@H](O2)CO)OC)O)c2c3c(c4C(=O)N(C(c4c2c2c1c(Cl)ccc2)=O)CCN(CC)CC)c1cccc(c1[nH]3)Cl,1.6461626571578936
CN1C[C@H]2CC[C@@H](C1)N2C(=O)[C@]34C[C@H]3c5cc(ccc5-c6c(c7ccc(cc7n6C4)C(=O)NS(=O)(=O)N(C)C)C8CCCCC8)OC,0.41142624572646497
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,5.169925001442312
c1c(cccc1\C=C\C(NO)=O)S(=O)(=O)Nc1ccccc1,4.560714954474479
c12n(C)c(CCCC(=O)O)nc1cc(N(CCCl)CCCl)cc2,2.1667154449664223
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,3.0531113364595623
c1(OCCCN(C)C)c2c(n(n1)Cc1ccccc1)cccc2,1.189033824390017
N(c1ccccc1)(C[C@@H](N1CCCC1)COCC(C)C)Cc1ccccc1,3.1210154009613658
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)OCc6ccccc6,4.20945336562895
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.4854268271702418
OC(=O)CCNC(=O)c1ccccc1,3.2016338611696504
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.765534746362977
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,2.4594316186372973
c12c(N(C(=O)[C@H](N1C1CCCC1)CC)C)cnc(n2)Nc1c(cc(C(=O)NC2CCN(CC2)C)cc1)OC,4.095924419998536
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)[O-])SC3C[n+]4cncn4C3,1.3219280948873624
[H]N([H])C([C@](CCN1CCCCC1)(CCN(C(C)C)C(C)=O)c1ccccc1[Cl])=O,2.440952198029637
C(C(C)(c1ccc(cc1)CCN1CCC(CC1)c1nc2c(n1CCOCC)cccc2)C)(=O)O,1.5210507369009632
CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC4OC(=O)C(O)C134,3.321928094887362
C(\[C@@H]1[C@H]([C@@H](O)C[C@H]1O)C\C=C/CCCC(=O)NCC)=C\[C@H](CCc1ccccc1)O,4.643856189774724
c1nc2c(nc(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N/N=C/C4CCCCC4)N,5.161887682376894
O=C1N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@@H](CC3)OCCOCC)C)CC(=O)[C@H](C)/C=C(\C)/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@H](C[C@H]3O[C@](C1=O)(O)[C@H](C)CC3)OC)\C)C)C)CCCC2,3.608809242675524
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,3.584962500721156
N1([C@@H](CCCC1)C(=O)OC(CCCc1cnccc1)CCCc1cnccc1)C(=O)C(c1cc(c(c(c1)OC)OC)OC)=O,3.0874628412503395
CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c3ccc(Cl)cc3,4.087462841250339
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.8875252707415875
C([C@H]1N(CCC1)C([C@@H](Cc1ccccc1)N)=O)(=O)N[C@H](C(N1[C@H](C(=O)NCC(=O)NCC(NCC(=O)NCC(=O)N[C@H](C(NCC(=O)N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(N[C@H](C(N[C@@H](Cc2ccc(O)cc2)C(N[C@@H](CC(C)C)C(=O)O)=O)=O)CCC(O)=O)=O)CCC(O)=O)[C@H](CC)C)=O)CCC(O)=O)=O)CCC(O)=O)=O)Cc2ccccc2)=O)CC(O)=O)=O)CC(=O)N)=O)CCC1)=O)CCCNC(N)=N,3.017921907997262
c12c(N(C(c3cc4cc(NC(Nc5cc6c([nH]c(c6)C(N6c7c(c8c([nH]cc8C)c(c7)O)[C@@H](C6)CCl)=O)cc5)=O)ccc4[nH]3)=O)C[C@H]2CCl)cc(O)c2c1c(c[nH]2)C,-1.0
O([C@H]([C@H](NC(c1nc([C@@H](NC[C@@H](C(N)=O)N)CC(N)=O)nc(c1C)N)=O)C(N[C@@H]([C@H]([C@@H](C(N[C@H](C(NCCc1nc(c2nc(C(NCCC[S+](C)C)=O)cs2)cs1)=O)[C@@H](C)O)=O)C)O)C)=O)c1c[nH]cn1)[C@@H]1[C@@H](O[C@@H]2[C@@H]([C@@H]([C@@H](O)[C@@H](O2)CO)OC(N)=O)O)[C@@H]([C@@H](O)[C@@H](O1)CO)O,0.3334237337251918
N12[C@@H](C(S[C@@H]2[C@@H](C1=O)NC(=O)[C@@H](c1ccccc1)NC(=O)NC(=N)N)(C)C)C(=O)O,0.6780719051126377
O=S(=O)(N1Cc2cc(ccc2N(Cc3cnc[nH]3)C[C@H]1Cc4ccccc4)C#N)c5cccs5,3.263034405833794
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,4.247927513443585
COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,1.070389327891398
c1cc(c2ccsc2c1)N3CCN(CC3)CCCCOc4ccc5ccc(=O)[nH]c5c4,-1.5563933485243853
CCC[C@H]1CN([C@@H](CC)C(=O)N)C(=O)C1,-0.4150374992788438
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,-0.9714308478032291
Nc1c(CC(=O)O)cccc1C(=O)c2ccc(Br)cc2,0.37851162325372983
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,3.700439718141092
O(C)c1c2c3c(c(c1OC)Br)CCN([C@H]3Cc1cc(c(cc1)OC)Oc1ccc(C[C@H]3c4cc(O2)c(OC)cc4CCN3C)cc1)C,3.263034405833794
c1c(cn(c1C(=O)NCC/N=C(/N)N)C)NC(=O)c1n(cc(c1)NC(=O)c1cc(cn1C)NC(=O)c1cc(cn1C)NC(=O)C(=C)Br)C,2.3645724322958563
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Br)sc4n12,1.0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,4.321928094887363
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,2.4854268271702415
CCc1cccc2cc(oc12)C(O)CNC(C)(C)C,3.1538053360790355
CCCCN1CCCC1C(=O)Nc2c(cc(cc2C)C)C,4.2622828064206555
CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,1.3219280948873624
CCCC(=O)N1CCCN(CC1)c2nc(N)c3cc(OC)c(OC)cc3n2,2.263034405833794
CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,2.1043366598147357
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,4.247927513443585
CS(=O)(=O)OCCCCOS(=O)(=O)C,1.2630344058337937
C([S@@](CCCC)(=N)=O)C[C@@H](C(O)=O)N,1.189033824390017
Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,5.357552004618084
CCCCNC(=N)NC(=N)N,2.718087583960517
C1(C2=C([C@H](C[C@]1([C@H]([C@H]1[C@](C(=O)[C@@H]2OC)([C@H](C[C@@H]2[C@]1(CO2)OC(=O)C)OC)C)OC(=O)c1ccccc1)O)OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C)(C)C,3.4594316186372973
n1(cc(c(c2cc(c(c(c12)OC(F)F)N1C[C@@H](NCC1)C)F)=O)C(=O)O)C1CC1,1.4329594072761063
CN1C(=O)N(C)c2ncn(C)c2C1=O,0.48542682717024166
CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc7ccc(cc7)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CS)N,3.321928094887362
