,SMILES,log2CL,log2CL_pred
12,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]3C=C(CO)[C@@H](O)[C@H](O)[C@H]3O,1.1375035237499351,1.4712946
13,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,3.321928094887362,2.3716316
14,CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1,2.0,2.4846952
15,[H]OC1=C(C(=O)Oc2ccccc12)[C@H](CC(C)=O)c1ccc(cc1)[N+]([O-])=O,0.35614381022527536,0.65485716
16,CC(=O)Nc1ccc(O)cc1,2.321928094887362,1.8671945
17,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-0.6214883767462702,1.9600608
18,CC(=O)N[C@@H](CS)C(=O)O,1.632268215499513,0.8985789
19,CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,2.4329594072761065,2.7349908
20,CC(=O)Oc1ccccc1C(=O)O,3.584962500721156,2.0484567
21,CSCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)NCC(=O)O)N,9.766528908598865,1.2919574
22,N[C@@H]([C@@H]1CC(=NO1)Cl)C(=O)O,-0.5353317329965557,1.3031712
23,CC(C)N(CC[C@@]1(C(N=C(C)N2CCCC[C@H]12)=O)c1ccccc1)C(C)C,2.763411574470007,2.2344956
24,NC1=Nc2c(ncn2COCCO)C(=O)N1,2.232660756790275,2.6217055
25,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.8875252707415875,1.3140199
26,CN(C)Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,2.6322682154995127,2.1257954
27,C(c1c(cc(cc1)CC(=O)N[C@@H](CC(C)C)c1c(cccc1)N1CCCCC1)OCC)(=O)O,1.0285691521967708,1.9328725
28,CC[C@@H]1[C@H](N2[C@H]3CC1C4[C@@H]2CC5([C@H]3N(c6c5cccc6)C)[C@@H]4O)O,3.292781749227846,3.8711185
29,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.963474123974886,2.8306422
30,OC\C=C/1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C5=CN6[C@H]7C(=CN([C@H]35)c8ccccc48)[C@H]9C[C@H]%10[C@@]7(CC[N@@+]%10(CC=C)C/C/9=C/CO)c%11ccccc6%11,0.37851162325372983,2.0890498
31,C(P(O)(O)=O)(P(O)(O)=O)(CCCN)O,1.3785116232537298,0.7859434
32,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,-0.2863041851566411,2.0698407
33,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,1.9634741239748859,2.259325
34,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,2.560714954474479,3.1360795
35,N(c1c(cccc1Cl)Cl)(C=1NCCN1)CC=C,3.584962500721156,2.956973
36,COc1cc2nn[nH]c2cc1C(=O)NCC3CCCN3CC=C,2.7224660244710908,2.8413801
37,O=C1NC=Nc2[nH]ncc12,3.4594316186372973,2.1629605
38,C(N1CCN(c2nc(nc(n2)NCC=C)NCC=C)CC1)(c1ccc(F)cc1)c1ccc(F)cc1,-0.043943347587597055,1.2433474
39,C(c1ccc(cc1)OC[C@@H](C[N@@](CCC[S@@](=O)CCC)CC)O)#N,3.4982508675278257,2.8644507
40,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,3.1538053360790355,3.1852574
41,Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,3.1210154009613658,2.3201985
42,C1C[N@@]([C@@H](C1)CNC(c1c(cc(c(c1)S(NC)(=O)=O)N)OC)=O)CC=C,2.4515408330178317,1.9828122
43,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-0.4344028241457749,1.4133259
44,CC(C)NCC(O)COc1ccccc1CC=C,3.9068905956085187,3.5044253
45,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,5.504620392403552,1.0835016
46,C[C@H]1CN(CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O,2.5459683691052923,2.1281576
47,NC12CC3CC(CC(C3)C1)C2,2.263034405833794,2.8048956
48,CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,2.655351828612554,1.4363651
49,c1c(cc([n+](n1)c1ccccc1)OC)N,2.350497247084133,1.8926181
50,c12c(c(c(C(O)=O)cn1NC)=O)cc(F)c(c2)N1CCN(C)CC1,2.189033824390017,1.6123887
51,C(SP(O)(O)=O)CNCCCN,4.937815168803419,2.526336
52,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.13750352374993502,1.3074199
53,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(N)cccc5nc34)C2=O,2.700439718141092,2.339551
54,NCCCCCC(=O)O,1.3219280948873624,2.1191344
55,NCC(CCC(O)=O)=O,0.9107326619029126,2.0860753
56,Nc1ccc(O)c(c1)C(=O)O,3.2172307162206693,1.3385221
57,CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,0.925999418556223,2.185655
58,O1[C@H]2[C@@H]([C@H]([C@H]1[C@H](O)CO)OCCCN(C)C)OC(C)(C)O2,1.7990873060740036,2.9658206
59,CN(C)CCC=C1c2ccccc2CCc3ccccc13,2.608809242675524,4.425905
60,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,2.807354922057604,2.3717587
61,CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,7.7615512324444795,1.6832968
62,c12c3C(N(CCN(C)C)C(c1cccc2cc(c3)N)=O)=O,4.2720231890610485,2.278873
63,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.722466024471091,1.5447252
64,CC[C@H](Cc1c(ccs1)Cl)Nc2c3ccn(c3ncn2)[C@@H]4C[C@@H]([C@H]([C@H]4O)O)C(=O)NCC,3.584962500721156,1.3594816
65,c1(ccccc1)C[C@H](C)N,3.277984747299765,3.3807375
66,[H]N([H])[C@@H]1[C@@H]([C@@H](O[C@@H]2C[C@H]3[C@H](C(=O)O[H])[C@H](C[C@@](C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@@H](C)[C@H](C)[C@@H]([C@@H](C)C=CC=CC=CC=CC=CC=CC=C2)O[H])O[H])O[H])O[H])O[H])O[H])(O[H])O3)O[H])O[C@H](C)[C@H]1O[H])O[H],-2.5563933485243853,0.35898483
67,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.4854268271702415,1.5979458
68,NC1=CC(=CNC1=O)c2ccncc2,3.1538053360790355,1.6842973
69,COc1cc(NS(=O)(=O)C)ccc1Nc2c3ccccc3nc4ccccc24,2.1043366598147357,1.2801527
70,CNC(=O)c1cccc2c(Nc3ccc(NS(=O)(=O)C)cc3OC)c4cccc(C)c4nc12,1.3785116232537298,1.4395434
71,O1[C@@H](O[C@@H](c2ccccc2)C#N)[C@@H]([C@@H](O)[C@@H]([C@H]1CO[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)O)O,0.9107326619029126,1.4457121
72,CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,3.584962500721156,2.44756
73,CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@@H](C)O,-2.2515387669959646,1.0592577
74,c1ccc(cc1)CN(CC2=NCCN2)c3ccccc3,4.297925052503806,2.1486905
75,CN1N(C(=O)C=C1C)c2ccccc2,-0.6438561897747246,2.427027
76,O=C(C(C(=C(C(=C1F)N(CCN2C)CC2)OC2)N(C3)[C@H]2C)=C1N)C=3C(O)=O,1.1375035237499351,1.2696548
77,[H]N(C([C@@H](c1ccccc1)N([H])C(c1cnc2cccnc2c1O[H])=O)=O)[C@@H]1C2N(C1=O)[C@@H](C(=O)O[H])C(C)(C)S2,0.925999418556223,0.88509244
78,c12c3c4c(ccc(c4O)O)C[C@H]1[N@@](CCc2ccc3)C,5.321928094887363,3.0496814
79,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,0.0,2.0504649
80,O1[C@H](O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@H]2O[C@@H](CC[C@H]2N)CN)N)NC([C@H](CCN)O)=O)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)N,0.35614381022527536,1.7420158
81,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23,2.321928094887362,2.8653624
82,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,-0.2688167584278,3.4603426
83,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,10.06339508128851,1.5620772
84,s1c(C(OC)=O)c(NC([C@@H](C)NCCC)=O)c(c1)C,6.985272714253447,2.3813865
85,c1(c(cc(OC)c(c1)OC)OC)\C=C\C,3.137503523749935,2.9742043
86,[C@H]1(C(=C(C(=O)O1)O)O)[C@H](CO)O,0.07038932789139801,1.6251404
87,c12c(cccc1)Oc1ccc(cc1[C@@H]1[C@@H]2CN(C1)C)Cl,3.6322682154995127,2.749374
88,N12[C@@H]([C@@H](NC([C@@H](c3ccc(O)cc3)NC([C@@H](CC(NC)=O)N)=O)=O)C2=O)SC(C)(C)[C@@H]1C(O)=O,1.4956951626240689,1.1562874
89,CC(C)(O)[C@@H]1CC[C@@](C)(O1)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]6C(C)(C)[C@H](CC[C@@]67C[C@@]47CC[C@]23C)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O,-0.4344028241457749,0.6175753
90,O1[C@@H]([C@@H](CC[C@H]1[C@@H](N)C)N)O[C@@H]1[C@H]([C@@H]([C@H](OC)[C@H](N(C)C(CN)=O)[C@H]1O)O)N,0.4541758931858021,1.7255982
91,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,1.3219280948873624,3.6768217
92,[nH]1cncc1C1(Cc2c(C1)cccc2)CC,4.292781749227846,2.965051
93,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,3.2172307162206693,2.7837784
94,OC1=C([C@@H]2CC[C@H](CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O,-2.736965594166206,0.50424325
95,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(OC)cc5C4Cc6ccc(OC)c(OC)c6)cc1OC,2.5109619192773796,1.9161304
96,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,2.925999418556223,3.9733543
97,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCCN3CCN(CC3)c4c(cncn4)OC,2.6870606883398924,3.0117202
98,NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,5.129283016944966,2.2021675
99,CCCC1C(=O)N2N(C1=O)c3cc(C)ccc3N=C2N(C)C,-2.8365012677171206,1.6503862
100,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,3.169925001442312,2.33292
101,CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,1.263034405833794,2.0752006
102,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,3.321928094887362,2.534826
103,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O,1.3219280948873624,0.71502995
104,C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.5849625007211562,0.22775611
105,c1cc(ccc1C(CC(=O)O)CN)C,0.765534746362977,1.6946656
106,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,4.169925001442312,2.2529335
107,c1(c(cc(Cl)c(c1)N)C(NCCN(CC)CC)=O)O[C@@H](C(C)=O)C,3.2203299548795554,2.523704
108,c1cc2n(c(c3ccc(cc3)O)c(c2cc1O)C)Cc1ccc(OCCN2CCCCCC2)cc1,2.7441610955704103,2.836503
109,n1([C@H]2[C@@H]([C@@H](O)[C@@H]([C@H](O2)CO)OC)O)c2c3c(c4C(=O)N(C(c4c2c2c1c(Cl)ccc2)=O)CCN(CC)CC)c1cccc(c1[nH]3)Cl,1.6461626571578936,2.835908
110,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,5.169925001442312,2.131647
111,c12n(C)c(CCCC(=O)O)nc1cc(N(CCCl)CCCl)cc2,2.1667154449664223,1.6267056
112,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,3.0531113364595623,3.4044476
113,c1(OCCCN(C)C)c2c(n(n1)Cc1ccccc1)cccc2,1.189033824390017,3.1800299
114,N(c1ccccc1)(C[C@@H](N1CCCC1)COCC(C)C)Cc1ccccc1,3.1210154009613658,2.8569343
115,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.4854268271702415,2.1700468
116,OC(=O)CCNC(=O)c1ccccc1,3.2016338611696504,1.8981754
117,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.765534746362977,3.6612291
118,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,2.4594316186372973,3.9800878
119,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)[O-])SC3C[n+]4cncn4C3,1.3219280948873624,1.2046162
120,[H]N([H])C([C@](CCN1CCCCC1)(CCN(C(C)C)C(C)=O)c1ccccc1[Cl])=O,2.440952198029637,2.7115939
121,C(C(C)(c1ccc(cc1)CCN1CCC(CC1)c1nc2c(n1CCOCC)cccc2)C)(=O)O,1.5210507369009632,2.1250358
122,CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC4OC(=O)C(O)C134,3.321928094887362,0.93372893
123,C(\[C@@H]1[C@H]([C@@H](O)C[C@H]1O)C\C=C/CCCC(=O)NCC)=C\[C@H](CCc1ccccc1)O,4.643856189774724,2.6071045
124,c1nc2c(nc(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N/N=C/C4CCCCC4)N,5.161887682376894,1.7409809
125,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,3.584962500721156,3.4279191
126,N1([C@@H](CCCC1)C(=O)OC(CCCc1cnccc1)CCCc1cnccc1)C(=O)C(c1cc(c(c(c1)OC)OC)OC)=O,3.0874628412503395,2.5678415
127,CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c3ccc(Cl)cc3,4.087462841250339,3.0479965
128,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.8875252707415875,3.15221
129,C([C@H]1N(CCC1)C([C@@H](Cc1ccccc1)N)=O)(=O)N[C@H](C(N1[C@H](C(=O)NCC(=O)NCC(NCC(=O)NCC(=O)N[C@H](C(NCC(=O)N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(N[C@H](C(N[C@@H](Cc2ccc(O)cc2)C(N[C@@H](CC(C)C)C(=O)O)=O)=O)CCC(O)=O)=O)CCC(O)=O)[C@H](CC)C)=O)CCC(O)=O)=O)CCC(O)=O)=O)Cc2ccccc2)=O)CC(O)=O)=O)CC(=O)N)=O)CCC1)=O)CCCNC(N)=N,3.017921907997262,0.6398122
130,c12c(N(C(c3cc4cc(NC(Nc5cc6c([nH]c(c6)C(N6c7c(c8c([nH]cc8C)c(c7)O)[C@@H](C6)CCl)=O)cc5)=O)ccc4[nH]3)=O)C[C@H]2CCl)cc(O)c2c1c(c[nH]2)C,-1.0,0.4341914
131,O([C@H]([C@H](NC(c1nc([C@@H](NC[C@@H](C(N)=O)N)CC(N)=O)nc(c1C)N)=O)C(N[C@@H]([C@H]([C@@H](C(N[C@H](C(NCCc1nc(c2nc(C(NCCC[S+](C)C)=O)cs2)cs1)=O)[C@@H](C)O)=O)C)O)C)=O)c1c[nH]cn1)[C@@H]1[C@@H](O[C@@H]2[C@@H]([C@@H]([C@@H](O)[C@@H](O2)CO)OC(N)=O)O)[C@@H]([C@@H](O)[C@@H](O1)CO)O,0.3334237337251918,1.889761
132,N12[C@@H](C(S[C@@H]2[C@@H](C1=O)NC(=O)[C@@H](c1ccccc1)NC(=O)NC(=N)N)(C)C)C(=O)O,0.6780719051126377,1.8474972
133,O=S(=O)(N1Cc2cc(ccc2N(Cc3cnc[nH]3)C[C@H]1Cc4ccccc4)C#N)c5cccs5,3.263034405833794,2.232111
134,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,4.247927513443585,2.9933407
135,COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,1.070389327891398,1.1445909
136,Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,-0.9714308478032291,1.3810811
137,Nc1c(CC(=O)O)cccc1C(=O)c2ccc(Br)cc2,0.37851162325372983,1.7025638
138,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,3.700439718141092,2.8168042
139,O(C)c1c2c3c(c(c1OC)Br)CCN([C@H]3Cc1cc(c(cc1)OC)Oc1ccc(C[C@H]3c4cc(O2)c(OC)cc4CCN3C)cc1)C,3.263034405833794,1.7116661
140,c1c(cn(c1C(=O)NCC/N=C(/N)N)C)NC(=O)c1n(cc(c1)NC(=O)c1cc(cn1C)NC(=O)c1cc(cn1C)NC(=O)C(=C)Br)C,2.364572432295856,0.73766226
141,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Br)sc4n12,1.0,1.7405957
142,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,4.321928094887363,1.8155855
143,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,2.4854268271702415,3.4376955
144,CCc1cccc2cc(oc12)C(O)CNC(C)(C)C,3.1538053360790355,2.7247713
145,CCCCN1CCCC1C(=O)Nc2c(cc(cc2C)C)C,4.2622828064206555,2.776839
146,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,1.3219280948873624,1.3935533
147,CCCC(=O)N1CCCN(CC1)c2nc(N)c3cc(OC)c(OC)cc3n2,2.263034405833794,1.955862
148,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,2.1043366598147357,2.834628
149,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,4.247927513443585,2.889603
150,CS(=O)(=O)OCCCCOS(=O)(=O)C,1.263034405833794,1.7677989
151,C([S@@](CCCC)(=N)=O)C[C@@H](C(O)=O)N,1.189033824390017,1.3254042
152,Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,5.357552004618084,3.7731953
153,CCCCNC(=N)NC(=N)N,2.718087583960517,2.8826635
154,C1(C2=C([C@H](C[C@]1([C@H]([C@H]1[C@](C(=O)[C@@H]2OC)([C@H](C[C@@H]2[C@]1(CO2)OC(=O)C)OC)C)OC(=O)c1ccccc1)O)OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C)(C)C,3.4594316186372973,2.1176324
155,n1(cc(c(c2cc(c(c(c12)OC(F)F)N1C[C@@H](NCC1)C)F)=O)C(=O)O)C1CC1,1.4329594072761063,0.844614
156,CN1C(=O)N(C)c2ncn(C)c2C1=O,0.48542682717024166,1.8475235
157,CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc7ccc(cc7)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CS)N,3.321928094887362,1.8773578
158,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,-1.6896598793878495,1.6503056
159,CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5)C(=O)O,-1.434402824145775,1.1369023
160,[H]N(C1CCC(CC1)C(=O)O[H])C(C1(CCCC1)CC[C@@H](COCOC)C(=O)O[H])=O,1.2016338611696504,0.70854557
161,CSCCNc1nc(SCCC(F)(F)F)nc2n([C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO[P@@](O[P@@](O)(=O)C(Cl)(P(O)(O)=O)Cl)(O)=O)cnc12,3.1795110502715103,0.14630608
162,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c(O)c1,3.760220946466509,3.032854
163,c12c3c(OC(c1ccc(c2)C)(C)C)cc(CCCCC)cc3O,4.157852169141737,2.6298425
164,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.584962500721156,1.1655933
165,c1(c(OC)cc2c(c1)c(nnc2)N1CCC(CC1)OC(NCC)=O)OC,5.232660756790275,2.207636
166,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.925999418556223,0.6738877
167,C1C(CCN(C1)CCCC(c1ccc(C(C(=O)O)(C)C)cc1)=O)OC(c1ccccc1)c1ccccc1,-1.3219280948873622,2.5750175
168,ClCCNC(=O)N(CCCl)N=O,6.285402218862249,2.6558688
